#TYPE Deserialized.Selected.System.ServiceProcess.ServiceController
"Name","DisplayName","Status","StartType","PSComputerName","RunspaceId","PSShowComputerName"
"WdiServiceHost","Diagnostic Service Host","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WdiSystemHost","Diagnostic System Host","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WdNisSvc","Microsoft Defender Antivirus Network Inspection Service","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WebClient","WebClient","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"Wecsvc","Windows Event Collector","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WEPHOSTSVC","Windows Encryption Provider Host Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"wercplsupport","Problem Reports Control Panel Support","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WerSvc","Windows Error Reporting Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WFDSConMgrSvc","Wi-Fi Direct Services Connection Manager Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WiaRpc","Still Image Acquisition Events","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WinDefend","Microsoft Defender Antivirus Service","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WinHttpAutoProxySvc","WinHTTP Web Proxy Auto-Discovery Service","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"Winmgmt","Windows Management Instrumentation","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WinRM","Windows Remote Management (WS-Management)","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"wisvc","Windows Insider Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WlanSvc","WLAN AutoConfig","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"wlidsvc","Microsoft Account Sign-in Assistant","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WLMS","Windows Licensing Monitoring Service","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"wlpasvc","Local Profile Assistant Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WManSvc","Windows Management Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"wmiApSrv","WMI Performance Adapter","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WMPNetworkSvc","Windows Media Player Network Sharing Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"workfolderssvc","Work Folders","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WpcMonSvc","Parental Controls","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WPDBusEnum","Portable Device Enumerator Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WpnService","Windows Push Notifications System Service","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"wscsvc","Security Center","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WSearch","Windows Search","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"wuauserv","Windows Update","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
